news_id,url,publisher,publish_date,author,title,image,body_text,news_guard_score,mbfc_level,political_bias,country,reliability
10,https://www.worldhealth.net/news/how-viruses-easily-infect-people-their-eyes-during-outings/,WorldHealth.Net,12/31/20,[],How Viruses Easily Infect People Via Their Eyes & During Outings,https://www.worldhealth.net/media/original_images/AdobeStock_109196479.jpeg,"Viruses can survive outside of the human body for varying lengths of time after being expelled from the infected host. First the nasty will remain inactive in a non-hostile liquid, wet or moist medium, when that environment dries out the virus can then remain dormant in a dry state for weeks to months depending on the type of virus.

Viruses are expelled out from an infected body into the air after a person sneezes or coughs. Unless covered up a sneeze can eject at over 100 miles per hour and as many as 50,000 individual aerosolized micro droplets of saliva and other moisture can be expelled to travel for a distance between 19-16 feet according to research from MIT.

Uncovered aerosolized blasts of mist expelled from the cough or sneeze will be carrying viruses and bacteria, each of these droplets can hang in the air for minutes or longer depending on the size and weight of the droplet. Anyone who is not infected can walk into these particulates and inhale them to then become infected.

In addition to inhaling the tiny aerosolized mist some of it can land in the moist eye to gain entry to the body and begin infection, all without the uninfected person knowing, and for the majority of people without them even thinking that the eye can be a portal to infection. Should an uninfected person touch a contaminated object/surface such as a door knob, elevator button, countertop, pen, or ATM/debit card station button they may even pick up disastrous microbes that have been left behind by an infected person. The potential to pick up a live virus while out in public is scary and enormous.

""These tiny droplets float through the air and you can get a cold, the flu or another illness when you come into contact with them. Sneeze and cough germs spread far and fast,"" explained Dr. Stephanie Kelleher, a Geisinger family physician.

Recently, a physician in Wuhan China says that he is positive that he became infected with the coronavirus via his eyes when he was working with infected patients. It is rather easy to do as explained above. Simple walk through an area where someone has coughed or sneezed, or even touching a contaminated area and then rubbing your eyes/mouth/nose will immediately re-activate the virus in the moisture.

Even the Ebola virus has been confirmed to be living in human eyes. Potentially any wet, moist non-hostile surface/medium/environment outside of the human body can become a host to any virus or bacteria. When that dries up they will still remain there in a dry state in wait to be picked up by someone who then will touch their mouth, nose, or eyes which will put the virus back into a wet and warm environment where it will readily begin to quickly replicate and infect its new host almost immediately.

How long a virus or bacteria can survive outside in a dry state without a host varies, in the case of TB bacteria that can be for decades. It has not yet been determined how long the coronavirus can live outside a host, but conservative projections are at least 5-7 days. Keep in mind it could be longer as in the case of HIV it has been shown to live in a dry state for far longer than that.

To protect yourself, especially when out in areas where infection is known, you should wear an N95 rated face mask with a moisture barrier, and you should consider wearing eye protection as well. Wearing gloves, washing your hands frequently and keeping them away from your face and food until you do is most important. Be aware of where you are and the potential places where transmission of disease can occur such as those touched and shared by literally thousands of people which includes retail store card terminals, pens, school/work/library desks, elevator buttons, store door handles, public restrooms, public transportation poles/handles, shopping carts, crosswalk buttons, playground equipment, handrails, steering wheels, touch screens, computers/laptops, and more, they are all just crawling and teaming with a legion of microbes. Ick.

Don't forget to read the related article: https://worldhealth.net/news/2020-coronavirus-report/",30,Low,Center,USA,0
1925,https://bigleaguepolitics.com/google-facebook-microsoft-lobbying-trump-to-keep-h1b-cheap-labor-visa-program/,Big League Politics,5/23/20,"['Richard Moorhead', 'Shane Trejo']","Google, Facebook, Microsoft Lobbying Trump to Keep H1B Cheap Labor Visa Program",https://bigleaguepolitics.com/wp-content/uploads/2019/06/Google-Ben-Shapiro-nazi.jpg,"300 of America’s most powerful corporations have signed onto a lobbying effort to pressure the Trump administration not to cut the H1B cheap labor visa program. Silicon Valley megacorporations Facebook and Google have signed onto a letter urging for visas to be maintained, and Microsoft has as well.

The companies claim that their hiring needs reflect the ‘national interest’ and that they need to import hundreds of thousands of foreign college graduates to work for them.

“The undersigned represent employers that rely on a highly skilled, college-educated, science and engineering workforce, including non-immigrant professionals, to innovate, produce, research, develop, and lead.”

Trending: Vicious Nursing Home Attacker Had COVID-19 and Was Quarantined Among the Elderly Despite Mental Illness and Felony Charges

The abuse of the H1B visa system to replace American workers with cheaper and more compliant foreign visa workers is both extensive and well documented within the technology industry. The visa structure keeps its recipients dependent on their employer for legal status within the country, creating a form of de facto indentured servitude in which employers have near-complete control over the workers they sponsor for the visas.

take our poll - story continues below

LOCKDOWN POLL: Should America reopen for business? 🔒LOCKDOWN POLL🔒 Should America reopen for business?

LOCKDOWN POLL: Should America reopen for business? * Yes, it's time to get back to work. Americans are suffering. No, the risk is too great, even with 26 million unemployed.

Email *

Name This field is for validation purposes and should be left unchanged. Completing this poll grants you access to Big League Politics updates free of charge. You may opt out at anytime. You also agree to this site's Privacy Policy and Terms of Use.

The visa system also enables major employers to depress wages within the American workforce, allowing companies to import workers from countries with vastly lower labor and living standards. President Donald Trump’s administration is considering suspending the program on an indefinite basis in the midst of the coronavirus recession to place American workers first again, lining up the nation’s professionals to reap the gains of economic recovery. Leading immigration patriot senators are pushing for the President to place the program on ice.

""it was both surprising and encouraging to see one group that’s severely affected by the importation of foreign labor finally become self-aware and stand up for itself."" https://t.co/oFq52VYFSr — Mark Krikorian (@MarkSKrikorian) May 23, 2020

The notion of doubling down on the hiring of new American workers- even as millions of Americans are driven into unemployment through the coronavirus recession- appears simply inconsiderable for the country’s wealthiest and most affluent technology companies. Instead, they appear to prefer a nonstop flow of cheap labor to drive up their comfortable profit margins even further.",12.5,Low,Extreme right,USA,0
1926,http://sputniknews.com/analysis/202005231079398120-trump-changed-his-attitude-to-china-when-noticed-covid-19-may-hurt-his-election/,Sputnik News,8/23/20,[],Trump Changed His Attitude to China When He Noticed COVID-19 May Hurt His Election Campaign - Pundit,https://cdn1.img.sputniknews.com/images/107935/86/1079358628.jpg,"Tensions between the US and China soared in the summer of 2018, when Washington hiked duties on $50 billion worth of Chinese imports in a bid to balance the trade deficit. Since then, the two countries have waged what has often been referred to as a trade war, exchanging several rounds of reciprocal tariffs.

The Trump administration presented a report titled ""U.S. Strategic Approach to the People’s Republic of China"" to members of Congress on 20 May, saying that it acknowledges the existence of strategic competition with Beijing and will protect its interests accordingly in light of a direct challenge posed by the Chinese Communist Party (CCP).

Dr Ching Chang, a research fellow at the Society for Strategic Studies and a leading Chinese military and strategy analyst in Taiwan, has shared his views on the recently escalated Sino-American tensions, which were exacerbated by Washington's accusations against Beijing of ""mishandling"" the pandemic.

Sputnik: How would you explain the acceleration in the split between the US and China and growing criticism from the American side?

Dr Ching Chang: We should very cautiously identify the fundamental Sino-US animosities and the short-term disputes between the US and China in the foreseeable future. Some issues are associated with the temporary political assumptions in the moments of the US election campaign, such as unbalanced trade, blaming the COVID-19 epidemics and commercial competition. Nonetheless, certain matters may seriously affect the global power status in the long run, like influences in international organisations, technology specifications and circulation level rivalry of the currency.

The criticism from the United States is really not the dominant factor since most of the nations in the world may execute their own national interest calculus and may ignore these US viewpoints. However, the privileges of setting the institutions in the international community and supports as well as consents from other nations in the world will decide the future leadership position. Beijing has a strong ambition to embrace globalisation and Washington, by contrast, has a firm intention to secure its own superiority above other nations and less willingness to commit to the world order as before. This difference in mentality is the eventual factor that is accelerating the rivalry between Beijing and Washington.

Sputnik: The 20-page report expands on President Donald Trump's get-tough rhetoric that he hopes will resonate with voters about China's handling of the coronavirus outbreak. How viable do you consider such expectations to be?

Dr Ching Chang: We should have no surprise about the base-tone of this report. This is actually very sensible for serving Trump’s election campaign strategy. The matter now is not literally how you say and what you say at the moment, but the consequences of abolishing the epidemic control after many states gradually lift the shut-down status and resume normal life. Six months are still left before the voting date. At the moment, President Trump holds the privilege of dominating the information and public presences. His competitor, Mr Biden, is in an inferior position to provide his perspectives to the American general public. This situation will be changed after the election campaign starts to get hot whilst most of the states lift the manoeuvre restrictions.

Whether Trump’s scheme of mass distraction can be viable is hard to say at the moment. Trump is a very agile politician. Should he change his statements or positions in the following months may indicate whether he may still believe that by tarnishing Beijing he could save his political future. We should never be surprised that such a hairpin style turn may occur before the vote. Trump will do whatever it takes to get the votes he would like to have. The moral standard of a businessman may impress us all the time.

Sputnik: The Trump administration sees ""no value"" in engaging with Beijing for symbolism and pageantry, according to the report. What are the chances of the two countries restoring relations to pre-COVID levels? If this isn’t likely, then what kind of rhetoric do you expect in the short-run?

First, it is hard to well define a pre-COVID level, if we may still remember Trump’s attitude was changed dramatically in February once he noticed that the COVID outbreak may hurt his election campaign programme. He first blamed Democrats and Congress and subsequently targeted the WHO. After these struck back and seemed not helpful to his approval rate, Mr Trump shifted the target to Beijing. I would like to argue that there was no pre-COVID level of Sino-US relations, but only Mr Trump’s personal political preferences and his requirements for political consumptions.

History is a dynamic process. All the progress may lead us to a totally new situation. We should never expect to restore anything that originally existed before. Given the international mechanism and treaties withdrawn by Trump’ administration so far. No matter who can be the successor of Mr Trump, the next US president, next year or another four more years, will need to face a world needing restorations after Trump’s era. This is exactly the reason why the leadership in Beijing rarely says anything to Mr Trump’s comments on his Twitter. He should ask who feels “no value” to engage with him and why they think so.

The views and opinions expressed in the article do not necessarily reflect those of Sputnik.",12.5,Very low,Right,Russia,0
1927,http://sputniknews.com/middleeast/202005231079400463-alleged-birthplace-of-jesus-disciples-flooded-by-rising-sea-of-galilee-water/,Sputnik News,6/23/20,[],Alleged Birthplace of Jesus’ Disciples Flooded by Rising Sea of Galilee Water,https://cdn2.img.sputniknews.com/images/104890/62/1048906209.jpg,"Most recently, el-Araj near the north shore of the Sea of Galilee, housed an Ottoman “winter palace”, blown up by the Israelis during a 1950’s conflict with its Arab neighbours, yet the ancient ruins miraculously survived the onslaught.

Precipitation in the Holy Land in general, and the level of the Sea of Galilee in particular have long been thoroughly studied, a report by Haaretz suggests, detailing current excavation efforts in an area called el-Araj, a historic spot where events depicted in the Bible allegedly unfolded.

After several years of drought, whole parts of el-Araj are now sitting in water due to this year’s inundation, with the relatively higher points resembling tiny islands purported to be concealing real historic treasures.

The beyond normal precipitation has reportedly suspended excavation efforts originally slated for early summer 2020, which is projected to also be marked by the continuing coronavirus crisis and lockdowns.

“At the moment, the water is 80 centimetres [2 feet, 7 inches] above the mosaic of the Byzantine church, which was built 500 years after Jesus’ time”, archaeologist Motti Aviam pointed out, adding that researchers have tentatively identified the structure as the Church of the Apostles, which Christian tradition says was built over the home of Jesus’ disciples Peter and Andrew in the village of Bethsaida.

They came to believe it was a church by, among other things, gilded glass mosaic, known to have been typically used in wall mosaics in churches as well as fragments of the chancel screen. Also, it is the only Byzantine church found so far that is in line with the description given by a Bavarian bishop named Willibald who reportedly toured the Holy Land in the year 725.

© AP Photo / Oded Balilty An aerial view shows the Jordan River estuary of the Sea of Galilee near the community settlement of Karkom, northern Israel (File)

Meanwhile, El-Araj, also known as Beit Habek, is just one of the candidates for the site of the ancient Jewish fishing village of Bethsaida, mentioned in the New Testament as the birthplace of three of Jesus’ disciples. The other major competitor is et-Tell, a little further north of el-Araj on the north shore of the Sea of Galilee.

The excavation there is being led by the archaeologist Professor Rami Arav of the University of Nebraska at Omaha. According to Arav, historical documents say that Bethsaida existed from the late Hellenistic period – in particular, in the first half of the first century, when his geologists say el-Araj was covered by water, as it is now, “Philip the son of Herod granting the old village rights of a Greek polis, and Jesus, were all in the first half of the first century, not the second half”, Arav was quoted as saying.

In the not so distant past, the site of el-Araj housed the “winter palace”, or Beit Habek – a two-storey building dating back to the Ottoman era.

After it was blown up in December 1955 by Israeli paratroopers, the ancient ruins survived the attack and for the last four years have been under archaeological exploration by the Kinneret College archaeological institute, run by Aviam, and Prof. R. Steven Notley of Nyack College, New York.",12.5,Very low,Right,Russia,0
1928,https://bigleaguepolitics.com/michigan-attorney-general-threatens-to-close-ford-plant-because-president-trump-did-not-wear-a-mask/,Big League Politics,6/23/20,['Shane Trejo'],Michigan Attorney General Threatens to Close Ford Plant Because President Trump Did Not Wear a Mask,https://bigleaguepolitics.com/wp-content/uploads/2020/05/pjimage-2020-05-22T122849.142-1200x630.jpg,"Michigan Attorney General Dana Nessel is threatening to close a Ford plant in Ypsilanti because President Donald Trump did not wear a mask throughout his entire visit to the plant on Thursday.

Nessel claims that if any worker gets sick at the Ford plant, she could make the determination that it happened because of Trump’s visit and shut the plant down. Even though there is no way this could be proven, these are actions Nessel is willing to consider.

“In Michigan, that is the law,” Nessel said while making an appearance on CNN.

Trending: Vicious Nursing Home Attacker Had COVID-19 and Was Quarantined Among the Elderly Despite Mental Illness and Felony Charges

Nessel says that she will be leaning on Ford and at the very least scolding them for allowing the President to come into their facility and wear a mask at his discretion.

take our poll - story continues below

LOCKDOWN POLL: Should America reopen for business? 🔒LOCKDOWN POLL🔒 Should America reopen for business?

LOCKDOWN POLL: Should America reopen for business? * Yes, it's time to get back to work. Americans are suffering. No, the risk is too great, even with 26 million unemployed.

Email *

Comments This field is for validation purposes and should be left unchanged. Completing this poll grants you access to Big League Politics updates free of charge. You may opt out at anytime. You also agree to this site's Privacy Policy and Terms of Use.

“I think we are going to have to have a very serious conversation with Ford in the event that they permitted the president to be in publicly enclosed places in violation of the order,” Nessel said. “They knew exactly what the order was.”

President Trump hit Nessel back in a Twitter post for her insane threats:

The Wacky Do Nothing Attorney General of Michigan, Dana Nessel, is viciously threatening Ford Motor Company for the fact that I inspected a Ventilator plant without a mask. Not their fault, & I did put on a mask. No wonder many auto companies left Michigan, until I came along! — Donald J. Trump (@realDonaldTrump) May 22, 2020

President Trump has generally avoided wearing a mask to set an example for Americans not to submit to fear while the fake news media pumps non-stop coronavirus hysteria to Americans who are essentially being held hostage by the shutdown.

Big League Politics reported on how the president thumbed his nose at Nessel and all of the thugs within Gov. Gretchen Whitmer’s administration before his visit to the Ford plant:

Ford will not threaten Trump with an ultimatum to wear the mask. Trump has avoided wearing a mask during public appearances, showing that he will not succumb to the mass hysteria. The president is setting an example for ordinary Americans to overcome the media-induced panic. “As we have said previously, we shared our safety policies and recommendations with the White House in advance of this visit. The White House has its own safety and testing policies in place and will make its own determination,” Ford said in a statement. Trump has refused the advice of the deep state bureaucracy, which wants to scare people into wearing masks. The mask has emerged as a sign of cowardice and obsequiousness throughout the pandemic. “The CDC is advising the use of non-medical cloth face covering as an additional voluntary public health measure. So it’s voluntary. You don’t have to do it. But they suggest it for a period of time. I don’t think I’m going to be doing it,” Trump said.

Because Nessel cannot do anything against Trump other than whine, she may attempt to punish the Ford plant and put more people on the unemployment line due to her tantrum.",12.5,Low,Extreme right,USA,0
1929,https://bigleaguepolitics.com/27-men-in-bradford-uk-arrested-for-online-child-sexual-exploitation/,Big League Politics,7/23/20,"['Kris Malysz', 'Shane Trejo']","27 Men In Bradford, UK Arrested For Online Child Sexual Exploitation",https://bigleaguepolitics.com/wp-content/uploads/2020/05/computer-2-1200x630.jpg,"Police in Bradford, UK, a few days ago arrested 27 men, ranging in age from 16 to 57, on charges of sexually exploiting children online.

It was reported that police have been warning of the danger to children from predators online especially now during the coronavirus lockdown which keeps people indoors. Between late March and late April, Scotland Yard claimed that almost 100 children were targeted in London alone.

Some have pointed out that curiously, no information other than age appears to have been given out concerning the arrested men. Given the UK’s abysmal history with foreign rape gangs, overwhelmingly composed of Muslim men from Middle Eastern and Asian countries, this may mean this is just another instance in a depressingly steady pattern.

Trending: Vicious Nursing Home Attacker Had COVID-19 and Was Quarantined Among the Elderly Despite Mental Illness and Felony Charges

Bradford, described as “multicultural” by Breitbart, was the location of yet another case of child grooming gangs, according to a report from 2018. Of the suspects, 63% were of Pakistani background, and many others from other Asian and African countries, with only a minority being “white British.”

take our poll - story continues below

LOCKDOWN POLL: Should America reopen for business? 🔒LOCKDOWN POLL🔒 Should America reopen for business?

LOCKDOWN POLL: Should America reopen for business? * Yes, it's time to get back to work. Americans are suffering. No, the risk is too great, even with 26 million unemployed.

Email *

Comments This field is for validation purposes and should be left unchanged. Completing this poll grants you access to Big League Politics updates free of charge. You may opt out at anytime. You also agree to this site's Privacy Policy and Terms of Use.

Police also reportedly seized over 60 devices which were used both to exploit children online and store indecent pictures.

According to a detective chief inspector, “Targeted operations like these demonstrate that we take the online sexual exploitation of children in Bradford District seriously and that we will take action against offenders and safeguard those children they have attempted to exploit.”

Unfortunately, the UK’s record on the competency and will of its police in dealing with foreign rape gangs does not inspire confidence. Indeed, tragically, there have been multiple cases of cops themselves participating in the abuse of minors.

Despite the nature of the offences and the stated urgency of the issue, as well as the statements of police praising their own actions, for reasons not clear all of the men were released under investigation or bailed shortly after having been taken into custody, and are presumably roaming free once again as inquiries continue.

This, along with the lack of transparency surrounding the case, certainly does not inspire confidence that British children are being protected as they should be. Unfortunately, even the current Conservative government has proven itself feckless and unwilling to truly tackle or even honestly address this issue which is of such dire and tragic consequence to the most vulnerable of its own citizens.",12.5,Low,Extreme right,USA,0
1930,https://truepundit.com/shock-video-cdc-going-door-to-door-to-collect-your-dna-blood/,True Pundit,5/23/20,[],"SHOCK VIDEO: CDC Going Door to Door to Collect Your DNA, Blood – True Pundit",https://i2.wp.com/truepundit.com/wp-content/uploads/2020/05/cdc1-2-1024x613-1.jpg?fit=1024%2C613&ssl=1,"Alarming video of CDC officials harassing American citizens for DNA samples at their homes has sparked further controversy for the embattled and feckless agency.

We thought people were supposed to stay at home to AVOID infection of coronavirus? The fact that CDC employees — who could be infected from visiting multiple homes — are now visiting residents to collect your DNA would certainly contradict those federal stay-at-home edicts.

That next knock on your door might not be food delivery — it could be the goons from the CDC looking to swab your saliva or bottle your blood. This little-known video first surfaced three weeks ago but has gone largely unreported by the mainstream media. Wonder why.

Listen to the insightful Thomas Paine Podcast Below --",12.5,Low,Right,USA,0
1931,http://sputniknews.com/us/202005231079396372-largest-us-car-rental-company-hertz-files-for-bankruptcy-over-falling-demand-amid-covid-19/,Sputnik News,5/23/20,[],Largest US Car Rental Company Hertz Files for Bankruptcy Over Falling Demand Amid COVID-19,https://cdn1.img.sputniknews.com/images/101956/40/1019564010.jpg,"To improve the performance of our website, show the most relevant news products and targeted advertising, we collect technical impersonal information about you, including through the tools of our partners. You can find a detailed description of how we use your data in our Privacy Policy. For a detailed description of the technologies, please see the Cookie and Automatic Logging Policy.

By clicking on the ""Accept & Close"" button, you provide your explicit consent to the processing of your data to achieve the above goal.

You can withdraw your consent using the method specified in the Privacy Policy.",12.5,Very low,Right,Russia,0
1932,http://sputniknews.com/us/202005231079398417-some-americans-believe-in-bill-gates-alleged-involvement-in-covid-19-plot-poll-shows/,Sputnik News,5/23/20,['Oleg Burunov],"Some Americans Believe in Bill Gates’ Alleged Involvement in COVID-19 Plot, Poll Shows",https://cdn2.img.sputniknews.com/images/107897/28/1078972899.jpg,"Anti-vaccine campaigners have repeatedly accused Bill Gates of being involved in conspiracy theories pertaining to the coronavirus pandemic. The Microsoft co-founder, meanwhile, has contributed millions of dollars to the development of a COVID-19 vaccine and testing, as part of global efforts to fight the virus.

More than 40% of self-described Republicans and Fox News viewers believe in a conspiracy theory that Microsoft co-founder Bill Gates plans to use a future COVID-19 vaccine in order to implant microchips in billions of people and monitor their movements, a new Yahoo News/YouGov poll has revealed.

Some 26% of respondents, however, rejected the theory as false, and 31% more said that they were not sure.

They were echoed by 45% of independents, 52% of Democrats, and 63% of people who say they voted for Hillary Clinton in the 2016 US presidential election, stating that they don't believe in the vaccine conspiracy theory, especially Gates’ alleged involvement in it, according to the poll.

The survey also found that only half of Americans are ready to get vaccinated “if and when a coronavirus vaccine becomes available”. Twenty-three percent of respondents said that they would not do so, with 27% admitting that they were still sitting on the fence.

The poll comes after a bizarre rant by Italian lawmaker and vocal anti-vax activist Sara Cunial who last week hit out at Gates as she urged fellow MPs to defy any plans for compulsory vaccination against the coronavirus.

In an apparent reference to the billionaire pumping hefty sums into the development of the COVID-19 vaccine, Cunial asserted that “the real goal of all of this is total control” and “absolute domination of human beings, transformed into guinea pigs and slaves, violating sovereignty, and free will"".

She went even further by saying that “next time you receive a phone call from the philanthropist Bill Gates forward it directly to the International Criminal Court for crimes against humanity”.

The controversial claims followed the Microsoft co-founder saying in an interview with CNBC in April about “a huge challenge” pertaining to “the efficacy of vaccines in older people”.

“Here, we clearly need a vaccine that works in the upper age range, because they're most at risk of that. And doing that so that you amp it up so it works in older people, and yet you don’t have side effects. You know, if we have, you know, one in 10,000 side effects, that's, you know, way more - 700,000, you know, people - who will suffer from that”, Gates added.

The interview was preceded by the billionaire injecting hundreds of millions of dollars, including $100 million through the Bill & Melinda Gates Foundation, into the coronavirus vaccine and testing, as part of international efforts to tackle the COVID-19 pandemic.

In a separate interview with CNN, Gates described current US coronavirus testing data as ""bogus"" because of its inaccuracy and slow turnaround, adding that Washington “does not prioritise who gets tested and […] does not make sure you get results in 24 hours”.

President Donald Trump, for his part, pledged that there would be a vaccine against the coronavirus in the US by the end of 2020, adding that the country will have it “much sooner rather than later"".",12.5,Very low,Right,Russia,0
1933,http://sputniknews.com/us/202005231079400656-trump-administration-reportedly-mulls-creating-us-alternative-to-some-of-whos-work/,Sputnik News,2/23/20,['Oleg Burunov'],Trump Administration Reportedly Mulls Creating US Alternative to ‘Some of WHO's Work’,https://cdn2.img.sputniknews.com/images/105607/77/1056077745.jpg,"The reported plans by the White House to establish a new State Department unit come more than a month after President Donald Trump announced the suspension of US funding for the World Health Organisation, blaming the UN health body for mismanaging and covering up the spread of the coronavirus.

The Trump administration is considering the possibility of creating a new unit at the State Department that will deal with global responses to future outbreaks of infectious diseases, according to documents obtained by Politico.

Part of an effort in the President’s Response to Outbreaks (PRO), the proposal may also create “an alternative mechanism to some of the work” conducted by the World Health Organisation (WHO) following the White House’s move to suspend US funding for the UN body.

Politico reported that the new State Department unit was discussed during a recent National Security Council meeting, in a sign of the ongoing “turf battle” between the State Department and the US Agency for International Development (USAID).

USAID officials were reportedly “surprised and perplexed by the idea, which could lead them to lose control of significant funds and authorities”. One USAID official was quoted by Politico as saying that the proposal was a “power-grab” by the State Department.

The news outlet also cited unnamed sources as saying that Doctor Deborah Birx, a senior US official who currently deals with Washington’s response to the COVID-19 pandemic, may be at the helm of the new unit “if it becomes a reality”.

The proposed initiative stipulates the State Department appointing a coordinator who will oversee almost “every aspect of pandemic preparedness and response — from the global distribution of vaccines and therapeutics to the development of modernised protocols to prevent the spread of an outbreak”, according to the sources.

Trump Weighs Restoring Partial US Funding for WHO

Plans on the creation of a new State Department unit come after President Donald Trump tweeted in mid-May that he was considering restoring at least 10 percent of US funding for the WHO that was frozen last month.

""This is just one of numerous concepts being considered under which we would pay 10% of what we have been paying over many years”, he wrote in a tweet, adding that he has “not made final decision"".

Lou, this is just one of numerous concepts being considered under which we would pay 10% of what we have been paying over many years, matching much lower China payments. Have not made final decision. All funds are frozen. Thanks! https://t.co/xQUzHy4NDa — Donald J. Trump (@realDonaldTrump) May 16, 2020

In April, POTUS announced that the US’ funding of the WHO would be halted over negligence, claiming that the UN health agency had impeded the global response to the coronavirus pandemic and let it spread by covering up the true scale of the initial COVID-19 outbreak in China - allegations that Beijing rejects.

The US president also announced a suspension period of 60 to 90 days pending the completion of a probe of the WHO and China's actions during the onset of the pandemic.

The decision was slammed by the WHO and the international community, with the US Chamber of Commerce claiming that POTUS had compromised the country’s interests by ending Washington's funding for the agency.

UN Secretary-General Antonio Guterres, for his part, underscored that it was ""not the time to reduce the resources for the WHO […] in the fight against the virus”. According to the organisation’s latest situation report, there are more than 4.9 million COVID-19 cases across the globe, with 327,738 fatalities.",12.5,Very low,Right,Russia,0
1934,http://sputniknews.com/us/202005231079401450-a-subtle-hint-donald-trump-spends-day-at-his-golf-resort-amid-calls-to-reopen-us/,Sputnik News,3/23/20,[],A Subtle Hint: Donald Trump Spends Day at His Golf Resort Amid Calls to Reopen US,https://cdn1.img.sputniknews.com/images/107645/23/1076452356.jpg,"In the face of an ongoing pandemic, Trump has been actively pushing to reopen the US to boost the country’s economy despite calls from health experts that it will spark a second COVID-19 wave. The US has the highest number of coronavirus cases as, according to data presented by the Johns Hopkins University, 1.7 million Americans have been infected.

US President Donald Trump spent Saturday playing golf at one of his family-owned resorts outside of Washington DC, in a move that US media outlets suggest is a signal to the public that it is right for the United States to return to normal activities amid the coronavirus pandemic, even in areas that are the hardest hit by the deadly disease. A photojournalist caught the moment as Trump left the White House for the resort.

The president headed out of the White House today. Seen here as he put on his glasses. Secret Service wearing masks. Credit to my colleague, photographer Joe Martin. pic.twitter.com/upDn5PedLp — Kelly O'Donnell (@KellyO) May 23, 2020

​This was the first time that the 73-year-old Trump has engaged in his favorite leisure pastime since 8 March.

In another sign that Trump wants the country to reopen as a means of boosting business activity, the US president has resumed travelling across the country. This month he visited Arizona, Michigan and Pennsylvania, key swing states in the upcoming 2020 presidential election. On 22 May, Trump called on US state governors to reopen houses of worship – churches, temples, synagogues and mosques, which are currently shuttered to assist in slowing the spread of the disease. The president claims that lifting the health measures are essential, declaring: “in America, we need more prayer, not less” and threatening to override governors who refuse to do as he demands.

Trump, in the middle of a deadly and ongoing pandemic, has been actively promoting to reopen the United States solely as a means of bolstering the country’s economy, which has sustained severe losses during the lockdowns. Almost 39 million Americans have filed for unemployment benefits since the country introduced safety measures to slow the spread of the virus. All states have made limited reopenings after a two-month shutdown, with various degrees of restrictions.",12.5,Very low,Right,Russia,0
1935,https://www.naturalnews.com/2020-05-23-plandemic-google-drive-delete.html,Natural News,5/23/20,['Ethan Huff'],"If you have a copy of Plandemic in your Google Drive, Google might try to surreptitiously delete it",https://www.naturalnews.com/wp-content/uploads/sites/91/2020/05/google-logo-biased.png,"(Natural News) Fake news empire The Washington Post is on a mission to make sure that every single copy of the popular Plandemic documentary film is removed from every last crevice of the internet.

The Jeff Bezos-owned, left-wing rag recently published an article in its “technology” section explaining that fake news employees of the paper are basically being paid to scour the web in search of Plandemic so they can report it to the hosting website and try to have it removed.

One perhaps unexpected place that the Post has had no trouble getting Plandemic removed from is Google Drive, a cloud-based file-sharing service that many Facebook users and YouTubers have been linking to whenever public copies of the film get censored or removed by Big Tech platforms.

Even though Google Drive accounts are supposed to be private, much like your personal hard drive, the Post has reportedly been successful in convincing Google to invade users’ files and remove Plandemic whenever they find a copy.

To those who know the Constitution, this is an obvious violation of free speech and personal privacy. But to the Post, it is a necessary response to the “weaponization” of Google Drive’s services for the purpose of “amplify[ing] dangerous content.”

Because Plandemic offers a different take on the pandemic that does not fully align with the official narrative, the Post and its Big Tech partners do not believe that you should be allowed to view it.

Listen below to The Health Ranger Report as Mike Adams, the Health Ranger, discusses how even Brighteon is now being censored by Facebook, probably because it hosts the Plandemic film without question or restriction:

The Post is now actively policing channels, pages that try to share the Plandemic film

One would think that, logically speaking, there is nothing to fear from allowing Plandemic to circulate far and wide if the content it contains is “false” and “dangerous” as the Post claims. It will eventually debunk itself, right?

Since the fix is on to force it down the memory hole, however, we can only conclude that there must be something to Plandemic that those fomenting the sham crusade against it do not want the public to learn.

Facebook and YouTube both announced back in early May that Plandemic had to go from their platforms because it makes “medically unsubstantiated” claims about the Wuhan coronavirus (COVID-19) pandemic.

Among other things, the film questions the alleged importance of lockdowns. It also features the astute Dr. Judy Mikovitz who wrote a powerful book entitled,Â Plague of Corruption: Restoring Faith in the Promise of Science that questions vaccine safety and effectiveness, a big no-no.

What many social media users are having to do in order to still draw attention to Plandemic online is manually edit out Dr. Mikovitz’s interviews, for instance, or remove the “most problematic claims,” to quote the Post. In other words, only censored versions of the Plandemic trailer are being allowed to circulate.

Elon Musk of Tesla conducted his own witch hunt back in March against the anti-malaria drug hydroxychloroquine, which is similarly being targeted by Big Tech. Musk tweeted a link to a Google Drive document citing a study about the alleged efficacy of the drug, and since that time Google has removed and blocked that document.

When asked if Google actively scans the files that users store in Google Drive, Google spokeswoman Alex Krasov refused to say, adding that her company “doesn’t go into details” about how its anti-misinformation policies are enforced.

More of the latest news about the Wuhan coronavirus (COVID-19) is available at Pandemic.news.

Sources for this article include:

WashingtonPost.com

NaturalNews.com",22.5,Very low,Extreme left,USA,0
